Date,High,Low,Open,Close,Volume,Adj Close
2015-01-01,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-02,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-05,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-06,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-07,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-08,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-09,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-12,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-13,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-14,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-15,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-16,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-19,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-20,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-21,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-22,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-23,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-27,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-28,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-29,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-01-30,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-02,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-03,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-04,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-05,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-06,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-09,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-10,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-11,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-12,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-13,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-16,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-18,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-19,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-20,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-23,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-24,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-25,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-26,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-02-27,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-02,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-03,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-04,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-05,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-09,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-10,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-11,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-12,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-13,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-16,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-17,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-18,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-19,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-20,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-23,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-24,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,762.8637084960938
2015-03-25,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-03-26,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-03-27,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-03-30,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-03-31,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-01,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-06,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-07,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-08,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-09,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-10,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-13,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-15,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-16,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-17,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-20,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-21,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-22,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-23,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-24,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-27,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-28,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-29,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-04-30,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-04,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-05,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-06,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-07,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-08,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-11,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-12,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-13,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-14,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-15,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-18,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-19,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-20,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-21,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-22,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-25,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-26,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-27,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-28,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-05-29,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-01,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-02,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-03,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-04,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-05,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-08,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-09,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-10,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-11,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-12,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-15,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-16,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-17,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-18,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-19,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-22,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-23,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-24,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-25,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-26,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
2015-06-29,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,0.0,764.7330322265625
